ss_item_sk,ss_store_sk,ss_customer_sk,ss_sold_date_sk,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_net_profit
623,35,220,16,10,39.13,66.14694998857992,370.00449356834093,358.17
240,29,388,280,13,36.5,61.41603307590093,464.4102220192749,448.86
425,6,475,229,3,42.91,74.823501973557,117.40533277146041,117.71
144,23,113,651,10,60.84,74.6290448579888,520.8333389847044,581.13
165,41,314,408,16,73.67,116.72932374718211,1014.0042480284171,1133.45
822,1,273,289,16,86.67,180.0920916600703,1176.0462491213764,1273.06
309,33,3,33,5,90.59,140.96516605881828,403.52130583627525,415.54
351,16,483,408,5,34.24,67.81089431339387,148.17798826742117,166.41
980,38,476,30,11,34.96,59.411881621489506,371.800018739895,356.94
285,11,189,464,19,81.85,104.7568969290183,1554.1389610376307,1401.96
814,22,346,615,7,26.05,41.11866560780996,152.49139604933978,166.75
551,9,269,397,8,85.59,127.89437833666288,586.0565231161559,638.31
927,45,317,615,5,62.48,82.33862057977554,259.78756849436877,293.42
143,9,14,310,16,33.07,43.42477019458996,472.3994711708988,484.51
247,38,91,416,6,90.99,154.42683189050828,459.672314621737,510.96
840,23,385,34,1,42.64,105.00225405406029,35.14482606735084,42.58
310,35,400,367,8,60.71,73.45102005989504,403.23327083166845,461.4
109,37,123,659,14,14.05,21.307868044679775,172.06024878942424,188.54
619,4,2,60,8,51.49,105.03784642860381,344.67876618662683,390.8
386,10,95,349,19,66.56,112.45610224505086,1193.299539201529,1192.59
758,24,182,615,9,71.5,114.53124963066287,608.3770109627416,583.27
147,15,1,293,19,99.76,222.67413288549662,1646.8070647870036,1859.79
986,25,334,643,7,17.99,32.550026777677395,123.8156107267098,116.29
386,19,226,295,18,78.0,178.55969199575014,1247.8577596039167,1303.59
362,13,347,630,4,63.42,133.75845568718657,208.24135140732642,252.28
439,27,365,439,3,68.66,112.7380538081069,178.98017662363685,205.45
69,9,14,590,16,66.57,93.74102935172007,870.5312122511481,1039.52
679,5,409,640,11,50.3,64.27516763666995,457.2521469857693,501.01
642,36,349,453,3,69.14,85.12880024947812,192.0377131327232,194.78
252,9,78,204,16,65.1,136.00314149487832,858.925064628094,958.74
142,25,420,652,12,60.65,113.52841532796475,623.6494742461667,660.23
510,6,43,293,17,39.93,91.8207930153585,625.356974314207,625.91
765,16,233,345,7,7.05,15.543712280875813,41.904645853146185,44.56
895,16,360,715,18,58.64,75.94433865500744,874.6463517064885,1023.53
515,25,195,628,14,37.74,55.526835950594766,525.2848167534339,510.33
675,36,104,700,18,72.79,134.37121355365838,1137.9256809494925,1192.73
216,34,72,43,3,88.83,117.4796163263226,254.7081165517852,248.92
168,45,220,403,1,82.38,130.217097941638,73.00651658527359,80.76
825,10,250,188,8,87.79,218.72440991472158,606.2317629151567,657.99
255,32,487,375,12,25.96,53.852295913858086,268.78041333947084,305.53
267,34,226,524,13,63.29,100.09672518780731,728.2930467612468,820.91
295,46,189,124,6,31.47,38.650959613282986,166.4182443538935,185.08
593,9,497,582,5,34.92,60.9161464441723,153.0570665174828,173.88
689,4,444,432,11,86.58,190.1028706937866,904.893155353381,870.76
968,15,379,328,14,72.54,153.2624663901058,937.1362129080733,932.22
899,18,444,142,19,78.87,102.12355690607113,1371.3132026947867,1387.25
381,1,96,151,10,46.52,103.4441389001776,399.393497671804,455.09
707,45,343,716,16,48.84,59.00497566093679,767.484703623876,780.19
899,9,192,120,16,73.69,171.19842199832738,1011.9244543069376,1115.8
666,40,272,138,2,48.6,64.23410505389258,86.56211224078335,89.46
661,47,451,160,5,78.55,165.06812536965072,386.9738112335516,361.06
405,32,205,456,9,35.08,42.631879649586395,265.0235996249569,306.81
803,34,219,206,8,68.74,82.87621469548459,447.34491953164735,541.6
28,4,457,693,5,88.91,166.56311061142236,400.3954972502499,436.79
792,35,105,210,9,17.02,42.39182687879415,129.05464856194502,150.38
970,33,86,708,15,69.19,131.62252756085695,914.4437563714289,973.61
873,22,328,694,3,71.24,108.93685598553326,210.18740123381096,200.49
25,36,190,430,14,88.29,138.07772483486008,1165.6521156348351,1186.54
268,40,190,96,2,15.8,37.612307700239334,31.160939842460614,29.03
912,1,40,111,12,9.74,23.07015025481046,100.3244977071271,112.83
544,46,354,726,4,50.14,102.03321186424685,182.14431475765494,196.29
522,37,328,37,2,25.59,40.21708089141122,47.47515527997507,48.74
66,23,208,395,2,31.78,75.05521565469827,55.169196012885706,58.93
650,42,53,282,7,84.2,157.41754739464218,497.128426193189,541.71
52,13,22,640,10,48.52,98.53976377146182,398.16572642898416,453.77
289,29,57,499,13,54.05,123.93845606905269,625.4713415205405,654.71
623,3,80,474,9,8.43,18.777005354564498,70.66619743384781,75.58
573,42,361,210,13,90.26,165.07224394314895,962.8358982506593,1117.89
399,28,410,530,3,15.14,37.41239032207117,37.36088185514393,43.22
395,29,183,594,19,59.27,127.82145109914599,1018.3179763360597,1106.6
891,3,369,329,7,20.18,46.904147500565294,122.41138039438765,128.06
366,42,277,69,18,24.7,48.52268536200475,393.2026407850541,408.57
253,24,488,246,15,72.03,178.89410811668176,989.3685914817744,1031.34
290,11,199,410,19,78.19,160.85994298044994,1216.49601127033,1412.69
698,22,277,275,16,36.84,88.70113065875726,521.9794162252015,533.05
835,50,104,7,16,62.45,87.24966823384203,902.3652178500587,920.07
184,31,387,394,7,19.97,35.127165116232575,127.49338994515884,137.35
380,48,364,63,8,29.23,41.330882924595606,192.95456930458602,212.08
110,16,3,558,17,40.21,72.66954087541218,572.892281514521,635.71
484,9,454,9,1,55.84,113.38765080069983,53.22139132122978,53.41
171,31,407,487,8,57.78,104.57518541368106,454.83064935011413,449.07
300,9,164,132,4,16.48,34.629131807899604,59.07396369762873,64.34
799,39,32,9,17,92.55,164.309659777573,1284.7800468930313,1447.23
879,18,73,199,3,9.56,15.140786376376347,24.608973787099867,26.22
358,48,338,496,7,89.4,205.92361802885128,587.2181229111766,623.57
634,46,463,438,15,98.62,238.17501679396932,1383.990393163618,1345.27
374,46,313,445,19,64.94,107.46447245877769,1085.4910384009127,1123.84
625,47,349,387,15,43.64,82.09642917383107,554.3844983111283,591.8
630,46,188,156,10,79.0,111.38367555919712,762.2109704066881,712.27
389,44,365,374,10,94.77,137.9054811702415,845.138585954756,946.41
858,6,297,78,7,95.93,209.92465190061486,569.9612020074214,616.6
371,45,146,490,20,71.82,148.90372035076444,1270.1606685088855,1358.64
601,8,43,337,4,36.78,45.911901137113766,138.35456130157473,144.01
932,10,215,10,2,11.58,14.358609501034037,18.679451126390973,22.49
214,43,134,480,13,38.12,90.82683081838417,455.70442478477025,474.34
327,19,260,513,18,92.26,196.31534892012985,1447.5007113160625,1528.37
585,26,242,584,3,62.01,81.77113520132545,158.20545970986882,169.43
947,27,325,397,8,97.18,224.38695854048626,727.493937759279,754.96
213,6,483,507,8,82.17,172.59605184660882,633.3383304017607,593.13
531,10,159,403,14,45.21,85.9145460874563,539.754729318052,578.9
511,43,66,298,19,90.66,109.10004823269942,1657.37424627141,1720.56
51,6,156,683,5,6.98,15.147771649396496,33.43357697413808,32.78
785,22,144,214,11,13.17,29.910017800580167,130.25282761734817,130.73
748,4,451,661,4,43.06,90.63683034097801,144.61778398393653,166.24
672,14,196,613,8,35.43,75.34539785656963,273.95076861443846,267.02
60,4,370,39,7,82.12,161.45882321458788,520.3823442651079,522.5
455,34,59,4,20,60.92,137.21650946218386,1050.1931980324327,1104.6
660,15,172,716,18,96.88,236.1344488100555,1417.5567102344721,1599.71
185,40,350,52,18,88.67,178.0607804278498,1350.303511168533,1532.24
428,28,46,249,9,72.1,158.72157136835747,570.2413941342659,625.11
808,6,72,141,18,92.04,191.1388098762161,1467.552183694467,1495.15
780,37,156,470,3,38.14,90.1007272692983,113.99419085142202,114.24
934,46,113,76,15,85.45,212.90385547940858,1246.6721296496896,1265.32
562,14,346,251,3,8.45,10.231911423945926,23.387265801009068,23.7
634,33,149,143,16,93.34,123.4947783535747,1369.3439618689351,1434.4
433,39,120,486,4,75.96,189.7714498878131,287.6420791866335,277.71
107,26,416,498,12,66.53,116.77898050094927,748.8743123446668,779.0
891,9,337,544,4,53.36,101.67751528357091,211.65524029901897,202.31
539,43,342,367,14,93.05,114.63269002022965,1232.0180297981656,1228.76
166,30,474,412,13,88.51,125.99104949509818,957.0745434827996,1125.58
851,45,264,12,14,46.06,89.39503367251838,604.5744587637199,608.98
405,21,87,192,15,66.14,126.68363143398086,920.8322674403621,901.38
299,38,299,248,18,96.91,218.13961675501966,1592.8284672524435,1570.06
489,31,239,156,4,17.88,31.54004000947782,71.15569844905328,66.81
859,13,468,571,16,41.12,69.08837511336765,623.9781792250659,593.77
941,46,482,298,1,35.12,47.84179815439525,31.192296823741103,34.85
193,37,36,143,13,36.32,71.45236101745276,467.3444450162962,450.98
96,35,273,452,12,87.4,114.00127768411032,862.9842621436409,980.72
894,42,185,45,10,54.93,66.22754298019541,505.73711095790725,496.53
186,34,486,458,9,30.63,59.10155232141645,269.54977408421024,267.51
642,15,329,18,12,65.75,145.05264360291707,724.2468639161939,788.4
154,22,325,14,1,16.73,21.463757089777527,15.081010172424525,16.28
773,2,206,678,2,51.87,105.61076247367711,90.14237389514092,95.14
418,39,108,122,6,20.39,41.27311786632949,98.25559195714088,120.52
976,32,328,201,6,89.21,109.3497688112359,442.77793834030314,482.46
667,46,217,143,9,79.62,122.41026276643004,688.6233754024103,709.75
812,48,326,296,15,39.53,98.52397988381009,557.0511689375792,561.5
95,42,391,284,11,52.01,83.03907175247814,565.9354549229092,559.63
796,32,131,51,20,39.91,85.26649502816662,725.2046350147556,750.95
312,17,482,382,16,79.95,118.68823341458737,1107.8655782682433,1197.57
918,36,500,550,3,31.67,65.28637553062481,83.96666617838657,91.74
275,33,102,304,17,23.87,46.069903011602705,394.11539170902995,395.55
646,11,438,427,12,67.22,153.3800749781908,680.1321184309486,802.18
247,10,16,679,13,83.84,189.04454971390322,974.9906100163045,1037.34
923,39,149,250,17,49.74,69.97366186465882,825.9324008476776,839.18
224,43,425,665,14,78.29,119.57771317306954,930.3039533821964,1053.32
888,35,17,365,14,99.7,122.72202169241781,1318.7685119254945,1352.6
739,3,306,180,10,35.32,66.81184772075585,310.8790840633236,319.98
469,13,144,177,6,74.62,178.5728061604473,426.0645255563897,403.31
458,15,469,502,7,58.88,140.08029526218732,399.3448197040926,399.67
945,23,342,644,19,34.9,85.86593321231611,531.114875632322,638.89
142,22,287,360,18,92.91,124.77072404127668,1350.7651206315838,1515.75
308,22,12,674,5,70.47,101.51124888720032,321.5071819894702,339.53
67,9,466,476,10,24.92,49.23226501985799,237.82545005559624,229.94
636,49,170,193,8,83.31,108.49212772438122,629.3638252197509,649.86
362,37,15,282,4,15.61,38.89834544646996,52.035870339043434,57.69
271,10,283,445,12,22.54,51.67611929626554,236.95693448502544,255.89
709,4,269,373,6,81.58,150.48925868151468,443.3249447350427,457.37
300,22,489,83,18,72.92,112.10773912340075,1248.6643120805975,1227.26
641,6,300,238,2,80.83,131.06039828941925,131.86258540289558,158.81
774,44,113,706,10,37.68,67.44275810582315,303.7950476826582,352.59
866,7,213,467,14,17.89,26.11466355387838,222.52178079998498,230.08
867,6,342,326,13,14.07,32.07385856061955,160.0298540427258,180.05
766,11,390,436,14,73.32,112.5114872748642,842.0222916281255,1002.1
122,33,500,671,14,7.73,13.718416113844293,90.03435966525613,100.19
585,15,43,618,19,64.04,146.13514956714354,1031.9338975155822,1102.29
973,5,224,506,8,92.68,224.59444583787524,639.2346707060599,711.61
842,38,277,147,2,72.67,173.89864786078934,119.90674116405238,141.29
103,12,488,221,14,46.87,73.32887074357559,555.0169576702053,634.97
40,20,258,353,17,92.38,212.96100826317934,1284.7780968284137,1496.74
379,39,418,249,10,66.77,114.90844711843576,583.0713991173302,604.75
244,7,127,262,5,57.53,78.94663605348086,250.93503800080538,281.48
621,40,33,113,12,46.95,100.18360977975244,483.7132218499048,533.35
199,6,267,725,1,76.11,111.42962632547247,65.44173149313175,73.28
938,6,454,40,14,88.88,185.8817458406562,1208.422295870853,1166.24
658,7,165,17,19,50.96,88.18119936191724,906.9155393669328,882.91
620,9,200,348,4,95.13,214.1915886291818,373.647958657626,378.09
863,28,73,702,7,86.44,172.7675249263772,574.0562497023004,575.38
160,11,51,608,17,51.47,98.56136382356677,769.4784927719302,859.25
696,30,223,496,3,79.75,107.50944805929754,192.6874051010417,225.92
500,1,227,659,5,58.66,92.6606716286158,284.52696642483994,283.99
885,13,29,261,20,84.85,132.0616650647632,1374.9495988764882,1541.04
387,48,414,534,6,5.56,8.435890866540479,29.986418314983226,32.61
963,20,327,355,20,8.25,19.343338491901665,137.61333320749324,152.02
407,4,122,665,11,52.78,116.79395015203072,496.0708465274276,548.8
280,27,351,707,20,79.18,142.2872278426395,1377.0940244550636,1550.14
246,28,278,518,3,55.96,74.15459648722747,136.8395579722959,163.24
458,12,37,50,8,83.86,195.62456662999722,578.7778463646983,648.41
103,35,159,164,8,28.23,39.340380287798006,185.12285751920527,211.73
816,16,89,33,18,67.47,148.584640668096,1151.3644471661935,1113.55
536,8,371,653,3,88.74,153.91039262229782,235.09014584424582,257.49
684,44,45,665,1,27.57,66.71760850546785,24.696567014208654,26.37
478,48,262,607,8,75.14,159.17357729273849,558.8030811899298,577.09
24,23,67,83,14,50.8,77.93090407092427,670.9846812148736,643.36
468,8,223,248,2,96.82,150.04123072116136,169.05484020687706,191.96
859,39,165,107,1,80.47,115.42571470467242,71.75956991722673,77.82
904,50,300,83,17,40.27,80.89761827829622,657.007531187885,668.48
431,39,242,146,10,39.37,78.81424629926231,342.0557839801021,391.13
465,28,256,81,13,83.16,125.34087993904974,961.3281697559707,1037.84
513,27,385,145,4,70.37,161.8787648760791,238.72418290693835,272.35
412,49,425,391,12,43.08,103.42502480670318,459.1245123487354,472.22
507,14,235,101,8,94.3,137.13825869960078,731.1746410936169,707.04
48,11,374,144,17,50.39,74.71023093342703,797.5699461700098,795.51
310,20,404,401,10,68.39,160.81705120311653,571.1807995729299,681.26
304,44,57,74,14,24.46,54.96643413427614,302.44957980127197,315.68
688,7,192,191,4,70.0,110.89246477584273,236.69879620008842,256.88
432,14,455,426,20,42.69,65.76443340163708,687.6869183553154,813.83
579,25,304,523,9,41.89,99.40967332101394,371.50359232872233,353.53
985,15,2,29,7,40.85,63.799331137686,241.33547044283478,273.33
747,15,354,81,20,92.45,202.94255911779092,1692.4463302921567,1706.23
978,46,486,609,6,75.95,102.35775752675154,423.2404047948211,416.74
613,15,144,66,16,93.83,117.92416590869993,1280.3583672769116,1408.7
593,7,42,557,13,75.57,135.05578707915737,811.1331975118359,951.52
198,2,45,550,6,31.67,42.70625148384777,178.48667170792157,173.38
492,22,347,459,13,66.94,126.08593259736145,823.0711903285754,856.99
489,19,298,630,17,67.34,120.09647280030629,1053.258832108133,1125.62
110,32,64,114,11,20.32,31.758273357977505,216.97834329072927,220.58
756,7,284,635,11,98.85,187.3106972825318,892.06313210138,1017.32
648,44,438,724,1,46.1,74.10104772325225,44.82368057476582,43.76
97,11,306,473,4,99.35,245.9300732808104,347.0512761759101,365.61
888,49,213,106,12,47.62,83.05490552923297,492.01993090101183,524.47
520,5,46,588,14,25.7,58.87701049819283,303.04220864488923,356.7
55,26,272,171,19,66.59,140.30574315512862,1040.9714292142792,1250.92
79,28,253,357,7,66.09,95.50551370677071,433.3240357486439,416.97
708,13,216,124,6,15.92,35.70903064369057,81.04063746163807,88.09
275,38,19,47,16,63.32,101.54083721897054,932.4860414175783,965.19
616,23,384,303,2,28.05,47.20935556156095,53.59260958861732,54.26
926,16,349,613,17,26.37,63.08205183591358,407.7788137006014,434.61
751,14,310,648,4,19.55,27.37714156447262,76.80453744231559,77.03
72,39,359,189,11,15.05,24.373063223700605,161.5961564894477,162.38
925,17,427,506,3,64.79,150.82724574307497,190.4060297774527,191.32
724,13,208,39,4,82.8,112.43979799345449,300.86207991075315,330.92
265,7,423,213,8,59.29,126.89994364988532,432.09211796203437,439.27
223,50,27,618,11,27.21,41.225051000236945,293.0099016627687,278.78
755,22,397,637,16,61.79,77.85440489152613,907.006667022615,941.32
552,30,70,645,10,39.42,61.528101427905234,372.86430250802334,385.85
888,12,360,111,18,98.6,177.39845103375077,1645.6127202545915,1705.81
948,6,215,411,7,36.22,67.39415403885407,206.20624000358882,252.16
197,28,232,30,7,25.5,46.45296158532359,147.6582500883978,171.75
999,1,362,185,16,67.4,107.6592927165238,1003.0104026071853,1046.76
97,45,316,538,6,74.82,175.33519016529746,434.5084017350826,446.46
690,16,95,241,8,82.02,144.68683604118885,565.4184719565463,594.57
665,20,149,275,1,13.94,19.77604592962364,13.273052518412491,13.3
686,43,16,162,18,87.9,184.68365134246406,1343.1772762334708,1466.82
450,27,180,719,12,5.7,13.467841823476785,55.96298308025636,65.67
345,27,141,9,17,45.45,90.74070590423733,707.1228105810446,700.42
636,35,318,724,4,34.35,44.12050443192509,115.21046075288764,128.49
138,20,430,333,2,35.39,88.02037174239929,66.31204361730028,69.58
184,25,441,78,20,10.3,21.2964491109948,198.65853630998689,204.13
393,21,316,274,3,7.58,10.88192513734165,20.820321952878235,20.92
248,31,196,729,6,8.35,14.162318743898354,45.92252190778352,49.88
584,23,120,238,14,62.0,117.7031126657732,710.5917639339197,848.5
843,35,401,197,9,13.82,27.522236077319977,99.90805072613605,112.76
313,9,144,670,20,80.34,162.30318387685978,1333.2571741153142,1572.0
525,48,97,277,1,40.96,70.98961772116397,34.41927580602743,39.62
236,16,132,214,10,69.08,125.34094677545673,566.8052156965585,658.94
261,47,20,520,17,41.22,72.75556983754936,673.8838518168446,693.91
576,12,197,636,10,21.69,52.666114406687996,197.5735623445019,200.61
349,2,296,356,11,6.98,9.855871542012787,73.08102031084884,71.17
827,40,192,624,18,65.19,101.27743805289494,1170.0179072672001,1165.9
255,37,219,620,16,85.14,198.86250810063683,1204.7512792340972,1343.94
860,31,208,337,11,24.91,31.34280931909163,244.30220959393958,263.08
781,38,409,603,18,54.69,89.81683155899013,814.3859057213997,886.42
282,19,379,626,17,95.21,194.0925417855563,1510.7609394606386,1491.07
604,35,313,594,17,96.47,148.14688907200815,1317.3715329583765,1546.46
658,2,447,444,4,48.47,94.97767651601472,158.40009693061805,191.04
83,2,494,221,9,64.02,143.2733699718497,490.98717320636973,570.89
850,23,215,443,15,14.75,31.657398654684936,177.0022796793163,207.8
433,2,352,99,11,12.27,20.8549175129178,125.85105891171534,131.3
186,14,146,711,9,58.48,85.95000485173748,522.6937572326254,511.75
590,34,168,20,20,89.32,209.70785745722225,1783.6108101481716,1783.43
662,22,401,419,9,35.8,61.97291596128664,303.3454680460469,319.28
139,46,384,271,8,51.02,120.99971391521811,391.458483699819,380.03
550,38,86,340,14,11.85,26.567682006925704,136.84665085506433,163.1
883,44,440,247,2,85.23,161.98749688075878,166.07213081735068,159.05
386,20,264,74,16,45.64,92.09880495913025,695.2748159117267,669.81
251,49,384,417,8,54.14,125.45790912954348,421.70056469420035,402.26
227,2,369,87,13,23.61,28.999132810874823,250.4221231451299,291.96
616,22,44,626,5,46.73,95.47307194448159,186.9916739893136,223.79
378,10,465,726,10,66.06,121.32865065180687,574.7587482557802,627.82
222,25,168,425,13,77.1,107.22183550300014,991.3457586636392,906.96
289,14,322,610,14,25.49,39.14281277886849,321.7927979408888,332.02
251,15,54,551,20,40.86,52.85327184597865,811.1533691516826,795.85
432,6,245,49,7,26.12,46.57303523969798,154.31114004739555,172.6
888,23,237,473,4,89.16,209.70294046140842,297.65597620559345,331.73
966,26,228,552,14,89.57,143.94886396140734,1013.5017851469635,1177.25
908,39,251,508,20,90.66,140.0203762335063,1630.3551947502685,1732.38
666,16,482,293,12,63.26,144.93524208543658,715.5255810074812,735.14
457,48,236,260,5,60.81,142.39457473947942,296.09683710196657,299.44
571,31,145,26,8,50.24,77.60472074699295,333.61752624716496,380.45
316,39,228,360,16,45.02,65.71288582941541,588.9720797839864,673.84
668,50,107,61,11,76.67,153.998392729055,684.510945515397,823.68
872,18,379,35,2,66.12,147.79151504149692,115.64654212994594,119.63
763,19,370,270,12,73.97,121.78619425554767,803.3734494627113,812.19
252,22,489,185,11,67.2,160.46852811974944,719.2296531503137,696.52
33,41,350,688,5,94.44,206.9651797897429,459.13903717869096,445.28
585,48,41,72,2,29.72,37.979455565371474,50.47068048876464,53.67
371,27,40,81,10,60.57,119.92915433466278,577.2785275671188,590.77
854,21,42,89,17,58.93,112.66851092969605,938.2646473037547,975.32
459,18,206,437,11,52.73,68.5200521879008,548.7276644150593,565.46
523,42,392,664,16,47.62,82.42409979204461,683.7257941497427,756.08
598,27,205,688,1,31.66,64.78168077881723,30.2794556503908,29.96
629,2,380,382,13,57.02,121.2028087195095,647.6922484644876,678.05
18,34,329,634,11,97.91,126.12171183482498,1016.3375174250847,1032.44
185,37,361,191,8,70.71,130.48070148129196,555.3018243883488,509.32
697,16,320,548,1,34.98,61.181081212221876,34.382721904429346,34.41
222,6,273,398,3,29.07,49.0970603800495,75.14583941229867,81.58
566,38,430,93,10,47.85,73.17842018878137,452.97033491641406,442.31
307,20,424,132,17,37.26,44.84097862111969,548.2014931984355,586.62
919,48,448,689,9,31.79,45.02826169448284,270.2026862959428,257.98
366,6,276,699,17,50.68,106.91380539277249,837.3331933689725,794.85
509,31,155,98,14,34.46,50.48124900941216,479.4850083608679,476.03
9,10,182,527,12,12.25,20.654167148581564,125.46555091351746,142.21
81,23,108,637,14,78.38,189.3946487949445,1048.1206043032394,1046.24
501,36,309,336,12,65.58,108.00011873485731,727.5630622766989,762.86
311,46,454,694,20,10.5,23.433365432454714,171.1910016424976,201.12
385,22,185,532,6,97.26,222.85710723543926,580.4089260197642,557.53
636,12,111,551,4,40.8,59.86152432254174,158.42850790000983,152.51
978,37,47,561,19,25.93,61.168537722429,469.5568175840903,469.64
67,17,444,395,2,99.31,143.58261368174564,163.94632164765085,197.84
937,11,53,706,20,98.29,195.67042594678094,1718.0995398942052,1803.24
782,4,431,602,15,75.73,163.28578374377915,931.8436059605497,1049.86
927,13,152,93,3,53.93,134.13416240930871,139.00100279595276,148.11
341,42,183,372,13,13.37,19.44680362596387,140.92423856807358,160.76
61,20,152,11,3,35.47,63.30381717188428,96.46755868470497,96.18
910,48,209,370,4,89.9,179.62782292146304,309.47745393968574,345.81
860,46,222,244,11,35.38,76.91987312402816,335.11719875736867,366.09
998,12,306,606,10,16.37,21.73550775250988,144.27240007098757,156.47
350,10,29,427,20,86.48,138.26611243208515,1412.0572317854535,1660.06
24,27,498,108,20,92.15,220.51803297788294,1750.1913295475342,1806.82
61,49,455,720,13,70.55,151.31022364781873,850.4636998022261,833.99
758,8,208,549,6,68.09,94.22389271737846,394.1779264491538,373.16
831,32,183,654,5,19.43,33.472857075435215,90.3569512723196,88.25
391,10,16,542,13,84.39,122.50209095432595,937.1150135688653,1049.73
764,1,6,354,19,80.96,157.00686013764565,1273.4019293348636,1493.39
565,41,234,51,12,51.77,109.46750693551776,516.6108396400161,606.33
475,18,287,348,1,9.43,18.863677448994856,8.930240296356011,9.1
962,8,75,625,9,81.48,134.8121312687751,629.9573113688014,700.8
340,44,263,658,6,90.59,111.42465280348088,535.9030099263915,533.29
45,19,283,30,17,42.95,61.22751268611812,720.7022700858189,715.99
368,20,454,489,6,29.9,46.12185667661131,177.77174215577995,168.97
350,3,368,594,13,70.8,87.10395953111681,896.5845877933359,884.23
339,28,201,705,17,97.34,149.6564411620993,1335.4991873415202,1586.01
442,9,113,528,13,36.28,69.89426174911222,427.38537053868765,464.14
356,28,357,629,17,47.07,94.63293686530227,678.1858296096611,790.59
427,42,66,142,7,41.99,96.42372222661584,236.49784754055145,292.72
889,13,285,392,3,99.27,120.30114053889035,254.8921364453923,291.83
925,6,386,592,19,31.32,62.64057276761528,501.5713965432344,580.4
739,47,132,534,1,24.69,48.4645554114939,24.64224178428229,22.52
974,46,292,297,11,74.34,118.97757369949852,750.541615622903,781.77
749,4,491,371,4,29.66,44.58983463793563,105.36417833292964,116.37
96,48,210,486,18,27.74,41.0432363368677,405.07788913452487,467.28
674,47,202,506,19,36.48,44.14716561775247,631.6531742401912,639.13
642,34,384,424,17,77.12,176.22900177177945,1135.8139110645538,1232.9
793,43,481,679,5,61.34,116.25371368274674,256.7429438183278,281.15
550,1,390,114,6,54.93,103.5444247890785,273.83236104676394,302.05
523,33,176,438,12,24.92,47.2416210552444,257.05634216135485,282.2
508,33,10,626,14,51.07,124.29503860808057,611.8143747124318,672.76
752,18,295,334,18,25.79,58.807290748683435,415.4716901713685,462.99
206,6,481,490,5,12.54,20.30339342463412,54.481446065555026,58.67
516,45,319,501,11,61.97,96.48105457420223,641.9337555926957,624.32
723,41,150,540,9,13.26,22.561932767936145,116.65061539137751,115.59
124,48,334,121,6,45.71,101.79075865977777,253.35143987297357,255.7
628,27,183,326,14,29.43,38.06840901859777,359.1323254662741,380.05
413,29,272,614,14,34.51,60.55808940617501,476.89447842912284,440.22
979,14,180,517,1,91.78,207.75591025489754,74.54418515500836,83.06
39,6,389,336,4,42.62,83.03609246993072,158.6216729672374,156.7
130,34,144,555,5,21.39,47.68781550855343,90.15813344762157,99.26
567,4,291,644,20,20.9,39.20568340063214,355.6377245757038,392.15
896,33,498,35,2,95.72,149.03341625950304,183.5386539878997,187.7
74,22,446,225,7,91.45,161.88695246354774,543.1046452492209,611.57
498,7,476,355,17,42.92,69.7100118179227,623.4869570669159,728.67
914,26,21,630,1,37.78,89.07353657139369,33.8853031344888,36.22
413,41,359,142,9,93.48,172.4242704921311,681.1457661308895,826.57
714,20,320,588,11,76.19,97.66464405972137,770.9256014023491,787.39
358,27,228,642,5,72.51,174.2511580796973,301.1749167910736,356.06
88,23,497,329,17,39.62,84.76506139135182,653.3057127606944,609.05
690,32,233,349,7,57.92,135.36931611061578,368.87113984384945,399.8
427,17,112,622,3,91.85,154.4930465819551,246.76563433553778,258.64
3,29,288,625,17,30.36,67.08922408891537,415.2057240344786,503.13
801,37,357,584,16,83.86,202.90815338361102,1236.3378827099468,1218.61
71,10,294,694,3,48.33,101.22187378248417,124.66052676079536,135.92
211,44,52,440,10,62.38,149.27214121837102,576.380284645835,571.73
251,34,400,660,6,54.4,89.06625513914811,298.35339560765556,315.73
389,50,164,597,9,46.8,110.78765490765014,377.5138770882698,397.38
270,42,407,726,12,35.98,53.01008585260865,417.5416575959966,419.9
483,43,253,105,8,98.48,161.22863019995415,694.9579542338042,743.08
3,38,137,628,19,21.6,50.02936888221251,332.73329192610726,375.14
306,8,178,216,13,94.93,158.33608332800233,1101.749364649866,1196.32
113,8,487,342,4,99.44,202.50793950207753,354.9883627540511,384.39
270,16,340,74,8,77.82,176.2032623916418,580.1341799335613,598.56
966,24,240,513,18,50.96,83.46210507065592,780.5249943805798,841.42
749,41,250,317,8,37.55,49.70868560347026,272.4007515775728,289.83
322,10,122,149,12,49.42,93.76598332064003,589.0948831867163,570.48
691,48,299,353,12,57.51,105.34565266386271,634.607389413253,678.66
670,27,207,46,16,39.4,55.238765938366846,617.5305394614213,598.98
656,8,398,199,17,78.47,136.04406725257306,1130.779611447722,1235.61
477,7,129,411,10,47.18,106.10418273330565,471.52553512511264,438.8
748,32,343,605,15,65.19,119.68112942459217,940.5660448424815,889.45
358,46,164,586,8,97.55,160.1828885713005,630.8347972846099,712.07
732,50,207,38,7,52.43,71.27646517957731,295.47228496105305,340.71
80,30,179,631,20,83.34,173.44269595675604,1553.1420709001313,1516.92
37,25,236,587,2,77.01,171.5590977798819,131.52415674457492,145.37
612,12,484,542,2,51.44,82.63225971366097,96.2937060775586,97.04
768,24,297,243,13,90.87,187.55179207835292,1127.1234136435105,1081.62
256,23,102,439,19,45.3,83.0280666367828,729.8998955265432,809.21
